Transaction_ID,Customer_ID,Card_Number,Customer_Age,Gender,Merchant_Category,Amount,Transaction_Date,Transaction_Time,City,State,Country,Device_Type,Card_Present,CVV_Matched,International_Transaction,Daily_Transaction_Count,Previous_Fraud_Count,Class
TXN100509,CUST1795,1147165609456534,45,Female,E-Commerce,89020.76,2026-12-14,15:02:31,Kochi,Kerala,India,POS,Yes,No,No,13,4,1
TXN100510,CUST1789,1699570607174811,33,Male,Entertainment,57008.67,2026-06-22,07:38:30,Chennai,Tamil Nadu,India,POS,No,No,Yes,20,3,1
TXN100511,CUST1098,0290871827496804,55,Male,ATM,73690.3,2026-08-20,09:54:10,Chennai,Tamil Nadu,India,POS,No,No,Yes,5,0,0
TXN100512,CUST1498,3062604235973711,28,Male,Electronics,111066.44,2026-11-06,18:01:28,Delhi,Delhi,India,POS,No,Yes,No,18,0,0
TXN100513,CUST1035,4686111457683210,28,Male,E-Commerce,28059.27,2026-04-11,14:42:34,Kochi,Kerala,India,POS,No,Yes,Yes,19,3,1
TXN100514,CUST1119,8033242605080184,55,Male,Restaurant,132063.68,2026-03-12,10:58:15,Delhi,Delhi,India,Laptop,Yes,No,No,16,1,1
TXN100515,CUST1102,2688122821781923,58,Female,Travel,140644.4,2026-05-15,13:03:48,Mumbai,Maharashtra,India,Mobile,No,No,Yes,7,5,1
TXN100516,CUST1744,5679327986239847,67,Male,Healthcare,89993.28,2026-08-02,02:35:05,Madurai,Tamil Nadu,India,Mobile,No,No,No,9,3,1
TXN100517,CUST1666,5489547876989992,48,Female,Fuel,103729.04,2026-06-25,17:33:39,Coimbatore,Tamil Nadu,India,POS,No,No,No,20,4,1
TXN100518,CUST1234,5539354358644963,67,Male,Restaurant,28535.41,2026-12-18,11:45:34,Pune,Maharashtra,India,POS,Yes,No,Yes,4,5,1
TXN100519,CUST1741,4339527536749785,27,Female,E-Commerce,10853.93,2026-03-05,12:52:35,Mumbai,Maharashtra,India,Mobile,Yes,Yes,No,16,3,0
TXN100520,CUST1564,9489634067917665,25,Male,Electronics,18481.34,2026-01-28,01:54:04,Hyderabad,Telangana,India,Mobile,No,Yes,Yes,14,1,1
TXN100521,CUST1041,9001594463339994,53,Female,Fashion,22797.85,2026-10-11,18:20:48,Bengaluru,Karnataka,India,Laptop,No,Yes,Yes,6,0,0
TXN100522,CUST1629,4711363379223410,33,Female,Healthcare,86966.65,2026-11-04,12:28:13,Bengaluru,Karnataka,India,Mobile,Yes,No,No,15,1,0
TXN100523,CUST1394,9608437685507896,46,Male,Travel,21720.13,2026-02-09,19:53:44,Mumbai,Maharashtra,India,Laptop,No,Yes,Yes,11,2,1
TXN100524,CUST1415,4343697093170695,41,Female,Grocery,73669.07,2026-08-17,13:05:27,Hyderabad,Telangana,India,POS,Yes,No,No,9,3,0
TXN100525,CUST1225,9898306503121980,34,Male,ATM,139804.91,2026-08-20,04:18:09,Mumbai,Maharashtra,India,POS,Yes,Yes,No,10,1,0
TXN100526,CUST1238,1909248762303911,67,Male,Restaurant,122602.6,2026-04-02,17:07:49,Delhi,Delhi,India,POS,Yes,Yes,Yes,8,0,0
TXN100527,CUST1176,4808806220722395,54,Female,Entertainment,36906.05,2026-03-31,22:07:45,Bengaluru,Karnataka,India,Laptop,Yes,Yes,No,5,0,0
TXN100528,CUST1542,7688687859964862,50,Female,Electronics,120735.57,2026-04-16,02:38:23,Hyderabad,Telangana,India,Mobile,No,No,No,10,2,1
TXN100529,CUST1025,5730362792463203,46,Female,Entertainment,59915.92,2026-12-31,14:23:56,Bengaluru,Karnataka,India,Tablet,Yes,No,Yes,8,1,0
TXN100530,CUST1104,4505766194588707,22,Female,Travel,29062.22,2026-09-17,05:00:06,Madurai,Tamil Nadu,India,POS,Yes,Yes,Yes,17,2,1
TXN100531,CUST1025,7659759545089177,45,Male,ATM,109313.23,2026-10-17,16:04:09,Mumbai,Maharashtra,India,POS,No,No,Yes,5,1,1
TXN100532,CUST1096,9646300402369362,45,Female,Fashion,135.02,2026-02-03,05:54:02,Hyderabad,Telangana,India,Tablet,Yes,Yes,No,6,5,0
TXN100533,CUST1082,7595749885582984,69,Male,Fashion,122249.03,2026-08-11,15:17:21,Pune,Maharashtra,India,POS,No,No,Yes,19,2,1
TXN100534,CUST1264,1283337218856669,39,Female,Fuel,36412.0,2026-11-16,15:59:42,Coimbatore,Tamil Nadu,India,POS,Yes,No,No,14,1,0
TXN100535,CUST1032,5514377693663439,69,Male,Travel,23920.84,2026-06-17,18:24:54,Coimbatore,Tamil Nadu,India,Mobile,Yes,Yes,Yes,5,4,0
TXN100536,CUST1095,2007202455910245,24,Male,E-Commerce,12397.75,2026-01-21,19:00:52,Bengaluru,Karnataka,India,Laptop,No,No,Yes,9,4,1
TXN100537,CUST1299,9819421794281793,62,Female,Grocery,59039.35,2026-06-23,21:10:44,Delhi,Delhi,India,Tablet,No,No,No,13,3,1
TXN100538,CUST1241,4533722010912172,27,Male,Restaurant,115566.49,2026-12-19,10:37:15,Delhi,Delhi,India,Tablet,No,Yes,No,7,3,0
TXN100539,CUST1373,2635100462776572,70,Female,Healthcare,98777.8,2026-10-18,22:11:00,Madurai,Tamil Nadu,India,POS,No,Yes,No,11,1,0
TXN100540,CUST1144,3897432600559550,24,Female,ATM,30296.9,2026-03-17,10:43:42,Pune,Maharashtra,India,POS,No,Yes,No,2,3,0
TXN100541,CUST1606,8487045069176799,32,Female,E-Commerce,33473.79,2026-05-16,09:57:41,Chennai,Tamil Nadu,India,Laptop,No,No,No,1,4,1
TXN100542,CUST1235,0373606014886084,67,Male,Entertainment,148330.82,2026-04-20,17:42:35,Hyderabad,Telangana,India,Mobile,Yes,No,No,6,4,1
TXN100543,CUST1672,3061537012424462,45,Male,Electronics,54246.37,2026-05-28,09:34:44,Pune,Maharashtra,India,Mobile,Yes,Yes,Yes,1,1,0
TXN100544,CUST1789,4217518878179415,68,Male,Travel,26500.96,2026-04-07,17:16:46,Chennai,Tamil Nadu,India,Mobile,Yes,Yes,Yes,11,1,0
TXN100545,CUST1707,8375056618632397,67,Male,Fashion,125184.95,2026-09-11,17:49:29,Mumbai,Maharashtra,India,POS,No,Yes,Yes,2,3,1
TXN100546,CUST1193,0950556057121988,67,Male,E-Commerce,20408.76,2026-09-11,17:35:46,Kochi,Kerala,India,Mobile,Yes,No,Yes,10,4,1
TXN100547,CUST1436,4010424624561851,49,Female,Restaurant,61060.29,2026-01-14,09:20:11,Coimbatore,Tamil Nadu,India,Laptop,Yes,No,Yes,4,2,1
TXN100548,CUST1787,5512939130448818,54,Female,ATM,98702.06,2026-02-21,12:48:59,Chennai,Tamil Nadu,India,POS,No,Yes,No,9,5,0
TXN100549,CUST1071,1901707568142983,23,Female,Electronics,27810.12,2026-10-19,22:55:06,Chennai,Tamil Nadu,India,Tablet,Yes,Yes,Yes,17,1,0
TXN100550,CUST1006,8493783063963845,26,Female,E-Commerce,61760.88,2026-10-24,09:17:15,Jaipur,Rajasthan,India,Mobile,No,No,No,1,0,0
TXN100551,CUST1196,4292913203301623,35,Male,E-Commerce,472.51,2026-04-18,22:07:53,Chennai,Tamil Nadu,India,Tablet,Yes,No,Yes,15,1,1
TXN100552,CUST1151,1556684732365337,49,Female,Healthcare,7387.57,2026-01-02,13:29:10,Chennai,Tamil Nadu,India,Mobile,No,No,Yes,14,0,1
TXN100553,CUST1295,2442607819754373,62,Female,Entertainment,144528.05,2026-05-19,05:30:14,Delhi,Delhi,India,Laptop,Yes,Yes,No,13,1,0
TXN100554,CUST1565,8214584148460191,33,Female,Restaurant,121466.04,2026-12-09,17:54:39,Jaipur,Rajasthan,India,Laptop,No,Yes,Yes,1,2,1
TXN100555,CUST1787,8695073214644936,60,Female,Fuel,57019.23,2026-11-16,06:56:15,Kochi,Kerala,India,Mobile,No,No,No,8,4,0
TXN100556,CUST1234,6801192360376811,61,Female,Electronics,33148.79,2026-04-20,06:23:06,Chennai,Tamil Nadu,India,POS,Yes,No,Yes,9,5,1
TXN100557,CUST1603,7315391149830748,28,Male,Entertainment,122568.96,2026-04-21,13:56:21,Coimbatore,Tamil Nadu,India,Mobile,Yes,No,Yes,14,5,1
TXN100558,CUST1358,5782019043223023,70,Male,Fashion,19937.59,2026-08-24,01:42:28,Bengaluru,Karnataka,India,Laptop,Yes,Yes,Yes,12,5,1
TXN100559,CUST1775,4621276025082611,66,Male,Fashion,11028.29,2026-08-01,03:27:14,Madurai,Tamil Nadu,India,POS,No,No,Yes,20,4,1
TXN100560,CUST1677,9376297454930364,42,Female,Fuel,131214.98,2026-03-01,22:08:57,Chennai,Tamil Nadu,India,Laptop,Yes,No,No,19,5,1
TXN100561,CUST1756,2082832308981388,23,Female,ATM,80658.09,2026-05-13,08:21:35,Madurai,Tamil Nadu,India,Laptop,Yes,No,No,7,1,0
TXN100562,CUST1226,1829716815724500,66,Male,Grocery,116306.87,2026-12-20,00:55:51,Chennai,Tamil Nadu,India,Mobile,No,Yes,Yes,3,5,1
TXN100563,CUST1195,7178509025561844,34,Male,Fuel,81889.0,2026-03-17,19:42:36,Pune,Maharashtra,India,Tablet,No,No,Yes,5,1,1
TXN100564,CUST1782,4890567086700900,60,Female,Fashion,56715.47,2026-11-22,10:05:23,Pune,Maharashtra,India,POS,Yes,No,No,19,0,0
TXN100565,CUST1153,4835505429608070,44,Male,Fashion,61557.01,2026-11-11,17:29:39,Kochi,Kerala,India,Mobile,Yes,Yes,Yes,2,2,0
TXN100566,CUST1126,6481880442877383,42,Male,ATM,97179.0,2026-07-24,08:15:09,Coimbatore,Tamil Nadu,India,Laptop,No,No,Yes,17,4,1
TXN100567,CUST1661,4642036258631441,47,Male,Healthcare,43779.22,2026-11-20,12:10:22,Kochi,Kerala,India,POS,Yes,Yes,No,8,5,0
TXN100568,CUST1349,8243017646448988,19,Male,Fuel,55287.35,2026-10-12,22:32:33,Madurai,Tamil Nadu,India,POS,No,Yes,No,20,5,0
TXN100569,CUST1705,5040433335384951,43,Male,Electronics,120901.9,2026-02-16,03:45:38,Delhi,Delhi,India,Tablet,Yes,Yes,Yes,8,4,1
TXN100570,CUST1094,3732653060119875,42,Male,Entertainment,144112.95,2026-07-28,17:46:55,Pune,Maharashtra,India,Mobile,Yes,Yes,Yes,1,0,0
TXN100571,CUST1343,6182980365774491,64,Female,Grocery,132348.08,2026-12-15,06:25:23,Jaipur,Rajasthan,India,POS,Yes,Yes,Yes,10,4,1
TXN100572,CUST1073,1894184336875092,66,Female,Fashion,25631.57,2026-03-22,06:38:38,Pune,Maharashtra,India,Laptop,Yes,Yes,No,9,2,0
TXN100573,CUST1079,1404288605053766,45,Male,ATM,104068.27,2026-03-01,23:08:27,Chennai,Tamil Nadu,India,Mobile,Yes,Yes,Yes,12,3,1
TXN100574,CUST1408,9106271531234550,70,Female,ATM,82566.19,2026-08-12,18:06:31,Delhi,Delhi,India,Tablet,Yes,Yes,No,10,5,0
TXN100575,CUST1119,3480873543788260,31,Male,Travel,92195.56,2026-03-05,01:06:42,Kochi,Kerala,India,Tablet,Yes,Yes,No,19,4,1
TXN100576,CUST1725,1449207492699969,54,Female,Restaurant,124550.81,2026-11-25,19:48:38,Delhi,Delhi,India,Mobile,No,Yes,No,19,3,1
TXN100577,CUST1653,9325914084993231,29,Male,Restaurant,117090.19,2026-08-09,12:36:35,Chennai,Tamil Nadu,India,Tablet,Yes,No,Yes,13,5,1
TXN100578,CUST1121,7607234838935953,51,Male,ATM,113563.98,2026-05-26,00:57:22,Mumbai,Maharashtra,India,Mobile,Yes,No,No,1,4,1
TXN100579,CUST1151,6958264186965613,18,Female,Healthcare,14783.0,2026-12-18,04:49:12,Pune,Maharashtra,India,POS,No,Yes,No,7,2,0
TXN100580,CUST1153,3948400273008696,42,Male,Grocery,17561.75,2026-07-18,16:12:04,Coimbatore,Tamil Nadu,India,Laptop,No,Yes,Yes,3,3,1
TXN100581,CUST1541,0941491507628397,59,Female,Electronics,7592.36,2026-07-08,07:40:17,Hyderabad,Telangana,India,Mobile,No,No,No,20,2,1
TXN100582,CUST1401,2072662925081776,21,Male,E-Commerce,104907.08,2026-11-05,02:49:49,Hyderabad,Telangana,India,Mobile,No,No,Yes,7,1,1
TXN100583,CUST1208,7312552356178170,31,Male,Fuel,11835.26,2026-03-25,00:24:07,Bengaluru,Karnataka,India,Tablet,Yes,No,Yes,15,3,1
TXN100584,CUST1560,9561337184449029,38,Male,Electronics,129625.22,2026-05-31,16:02:52,Coimbatore,Tamil Nadu,India,Tablet,No,No,Yes,8,3,1
TXN100585,CUST1210,4167812778221021,49,Male,Fuel,94258.43,2026-05-14,16:59:26,Madurai,Tamil Nadu,India,POS,No,No,Yes,14,1,1
TXN100586,CUST1553,3182856053970798,64,Female,Healthcare,102127.76,2026-03-02,14:30:44,Chennai,Tamil Nadu,India,Tablet,No,Yes,No,17,1,0
TXN100587,CUST1016,5068212235521650,67,Female,ATM,148331.56,2026-02-23,21:16:25,Jaipur,Rajasthan,India,Laptop,Yes,Yes,Yes,19,1,1
TXN100588,CUST1336,9679089843699848,19,Male,Electronics,133831.88,2026-01-20,10:51:02,Jaipur,Rajasthan,India,Laptop,No,No,No,5,2,1
TXN100589,CUST1621,5988114578870715,29,Male,ATM,60277.92,2026-07-19,15:12:34,Madurai,Tamil Nadu,India,Mobile,No,No,No,3,4,0
TXN100590,CUST1643,7798768299687225,51,Male,Entertainment,149129.08,2026-01-20,20:34:20,Pune,Maharashtra,India,Mobile,No,Yes,Yes,12,0,1
TXN100591,CUST1713,4056695790012482,67,Female,Travel,40284.95,2026-04-04,16:25:29,Jaipur,Rajasthan,India,Tablet,Yes,Yes,No,20,2,0
TXN100592,CUST1253,2894633891562415,29,Female,Entertainment,26725.89,2026-06-25,12:10:36,Madurai,Tamil Nadu,India,Tablet,Yes,Yes,No,17,4,0
TXN100593,CUST1379,1381865507846850,57,Female,Entertainment,115961.84,2026-05-28,08:14:00,Bengaluru,Karnataka,India,POS,Yes,Yes,Yes,16,4,1
TXN100594,CUST1496,2038593401536415,36,Female,Fuel,49048.84,2026-06-17,06:06:13,Madurai,Tamil Nadu,India,POS,Yes,No,No,17,0,0
TXN100595,CUST1437,7500942141052769,51,Male,E-Commerce,78581.96,2026-10-15,01:38:46,Madurai,Tamil Nadu,India,Tablet,Yes,No,No,5,1,0
TXN100596,CUST1540,8562258660598678,46,Female,Restaurant,129395.77,2026-03-12,15:45:21,Pune,Maharashtra,India,POS,No,No,No,12,2,1
TXN100597,CUST1730,9428249116502000,27,Female,Travel,95892.8,2026-10-28,20:56:14,Coimbatore,Tamil Nadu,India,Laptop,Yes,Yes,No,11,0,0
TXN100598,CUST1332,5708368214448896,42,Female,Electronics,74962.69,2026-12-20,07:27:28,Delhi,Delhi,India,POS,No,Yes,Yes,5,2,1
TXN100599,CUST1528,2543183281231239,27,Male,Restaurant,93628.98,2026-01-31,12:47:00,Coimbatore,Tamil Nadu,India,Laptop,No,No,No,6,1,1
TXN100600,CUST1735,8750827681722577,38,Female,Travel,84328.09,2026-05-17,15:08:24,Madurai,Tamil Nadu,India,Mobile,No,Yes,Yes,17,5,1
TXN100601,CUST1760,7683160827172173,30,Female,Fashion,138872.96,2026-12-02,18:11:53,Chennai,Tamil Nadu,India,POS,Yes,Yes,Yes,19,4,1
TXN100602,CUST1630,3621659143882325,59,Female,Fashion,118413.29,2026-10-04,06:20:35,Hyderabad,Telangana,India,POS,No,Yes,No,15,5,1
TXN100603,CUST1762,7326430954497912,46,Female,Grocery,28059.87,2026-03-31,14:04:10,Chennai,Tamil Nadu,India,POS,Yes,No,No,4,1,0
TXN100604,CUST1335,2988322012560832,20,Male,Restaurant,114161.46,2026-09-08,19:51:43,Delhi,Delhi,India,Tablet,No,Yes,No,17,2,1
TXN100605,CUST1190,3860030443619951,47,Male,Travel,125285.85,2026-03-25,06:55:46,Jaipur,Rajasthan,India,Mobile,Yes,Yes,Yes,19,5,1
TXN100606,CUST1357,0143748309309671,31,Female,Fuel,91324.15,2026-02-28,04:25:03,Madurai,Tamil Nadu,India,Laptop,Yes,Yes,Yes,4,5,1
TXN100607,CUST1718,7672019111661220,25,Male,Entertainment,20441.22,2026-06-25,21:47:59,Pune,Maharashtra,India,Tablet,Yes,Yes,Yes,2,2,0
TXN100608,CUST1442,6538027481242114,19,Female,ATM,21134.65,2026-06-22,00:36:42,Kochi,Kerala,India,Laptop,Yes,No,No,5,0,0
TXN100609,CUST1606,3556103995297013,47,Male,Electronics,41355.52,2026-08-06,11:35:20,Pune,Maharashtra,India,POS,No,No,Yes,7,0,1
TXN100610,CUST1266,1202706159273874,21,Male,E-Commerce,92932.75,2026-08-15,23:46:05,Mumbai,Maharashtra,India,Tablet,Yes,No,Yes,5,1,1
TXN100611,CUST1289,8155420340301095,43,Female,E-Commerce,137135.27,2026-11-24,14:23:27,Hyderabad,Telangana,India,Mobile,No,No,No,12,2,1
TXN100612,CUST1436,2347124760108018,25,Male,Fashion,4045.48,2026-07-31,17:14:06,Delhi,Delhi,India,Tablet,No,Yes,No,6,3,0
TXN100613,CUST1558,0815712901507138,20,Female,Entertainment,15294.88,2026-01-28,14:45:14,Kochi,Kerala,India,Mobile,Yes,No,No,17,2,0
TXN100614,CUST1205,6213009625885766,56,Female,Entertainment,4501.12,2026-03-03,17:00:21,Bengaluru,Karnataka,India,Laptop,No,Yes,No,9,3,0
TXN100615,CUST1448,2159183270004666,24,Female,Travel,94044.3,2026-01-13,02:50:07,Chennai,Tamil Nadu,India,Tablet,No,No,Yes,9,0,1
TXN100616,CUST1021,4938819490531520,34,Male,E-Commerce,44679.45,2026-11-03,15:59:58,Mumbai,Maharashtra,India,Tablet,Yes,Yes,Yes,15,4,1
TXN100617,CUST1450,1669841661237407,48,Female,Fashion,35033.17,2026-03-31,10:27:11,Bengaluru,Karnataka,India,POS,Yes,No,Yes,3,5,1
TXN100618,CUST1271,2620370878211602,60,Male,Restaurant,14306.95,2026-10-07,02:15:23,Jaipur,Rajasthan,India,Tablet,Yes,Yes,Yes,15,0,0
TXN100619,CUST1551,8948018644822175,51,Male,E-Commerce,147429.26,2026-09-17,11:28:59,Chennai,Tamil Nadu,India,Laptop,Yes,Yes,No,18,0,0
TXN100620,CUST1328,7123691496112879,35,Male,E-Commerce,100578.33,2026-10-14,16:09:29,Mumbai,Maharashtra,India,Tablet,Yes,No,Yes,19,2,1
TXN100621,CUST1235,1419615607832748,53,Male,Travel,108443.65,2026-07-01,03:49:59,Delhi,Delhi,India,Tablet,Yes,No,Yes,20,3,1
TXN100622,CUST1719,4966834960478421,46,Male,Electronics,84146.93,2026-02-22,12:09:10,Kochi,Kerala,India,Laptop,No,No,Yes,1,4,1
TXN100623,CUST1588,3486883906246728,46,Male,Healthcare,3357.12,2026-02-02,02:19:04,Bengaluru,Karnataka,India,Mobile,Yes,No,Yes,7,5,1
TXN100624,CUST1418,1337605230458816,39,Male,Electronics,54079.41,2026-05-23,09:31:09,Hyderabad,Telangana,India,Mobile,Yes,No,No,2,1,0
TXN100625,CUST1281,0966177182498980,52,Male,Healthcare,69285.67,2026-10-10,04:06:17,Coimbatore,Tamil Nadu,India,Tablet,No,No,Yes,8,2,1
TXN100626,CUST1638,2664869893969874,50,Female,E-Commerce,46886.93,2026-02-16,10:21:37,Hyderabad,Telangana,India,POS,Yes,Yes,Yes,20,1,0
TXN100627,CUST1696,2075360511716039,52,Female,Fashion,63216.26,2026-05-08,13:45:41,Madurai,Tamil Nadu,India,Mobile,No,No,No,20,0,0
TXN100628,CUST1008,0099424894204664,68,Female,Healthcare,74650.64,2026-01-26,10:50:27,Hyderabad,Telangana,India,Laptop,Yes,No,No,14,2,1
TXN100629,CUST1502,7580974533890623,68,Female,Restaurant,119849.55,2026-07-15,04:54:40,Madurai,Tamil Nadu,India,Tablet,No,No,Yes,4,3,1
TXN100630,CUST1648,5995300622122427,45,Female,Entertainment,46626.91,2026-03-10,10:39:04,Mumbai,Maharashtra,India,Mobile,Yes,Yes,Yes,9,5,0
TXN100631,CUST1095,5848860080179867,63,Female,ATM,19221.43,2026-02-10,05:36:38,Kochi,Kerala,India,Tablet,Yes,No,No,5,5,0
TXN100632,CUST1270,2612120384375365,62,Female,ATM,7261.65,2026-10-11,11:52:40,Madurai,Tamil Nadu,India,POS,No,Yes,No,5,0,0
TXN100633,CUST1712,3854540064454752,30,Male,Fuel,21034.56,2026-04-10,04:59:45,Delhi,Delhi,India,POS,No,Yes,No,15,3,0
TXN100634,CUST1249,4272038862175080,69,Male,E-Commerce,117616.52,2026-05-07,01:16:21,Bengaluru,Karnataka,India,Mobile,No,Yes,No,18,4,1
TXN100635,CUST1149,4935340018167784,50,Male,Healthcare,51833.79,2026-03-30,08:16:16,Kochi,Kerala,India,POS,No,No,Yes,18,1,1
TXN100636,CUST1548,5179937810539128,47,Female,ATM,110314.4,2026-11-15,18:37:27,Jaipur,Rajasthan,India,Laptop,Yes,No,No,16,4,1
TXN100637,CUST1720,2714724630198642,35,Male,Fashion,124754.65,2026-11-29,07:37:28,Madurai,Tamil Nadu,India,Laptop,Yes,Yes,Yes,4,5,1
TXN100638,CUST1676,8706293288098322,25,Male,Fuel,2284.68,2026-04-28,05:56:00,Chennai,Tamil Nadu,India,Mobile,No,No,No,13,0,0
TXN100639,CUST1031,8987610814356140,64,Male,ATM,43439.98,2026-06-13,20:15:41,Coimbatore,Tamil Nadu,India,Mobile,No,No,No,18,5,1
TXN100640,CUST1142,3546951003076205,70,Female,Travel,142876.91,2026-10-29,12:28:53,Coimbatore,Tamil Nadu,India,POS,Yes,Yes,No,14,5,1
TXN100641,CUST1400,6411065411340785,24,Female,E-Commerce,122700.84,2026-10-30,08:49:39,Delhi,Delhi,India,Mobile,Yes,No,Yes,14,3,1
TXN100642,CUST1562,3482689996269708,32,Female,ATM,83335.35,2026-11-22,18:07:30,Pune,Maharashtra,India,Tablet,Yes,No,Yes,12,4,1
TXN100643,CUST1440,2571976093201265,47,Male,Healthcare,2253.15,2026-02-10,17:54:00,Jaipur,Rajasthan,India,POS,Yes,Yes,No,12,2,0
TXN100644,CUST1121,7774127469211882,35,Male,E-Commerce,106929.88,2026-07-26,04:27:17,Madurai,Tamil Nadu,India,Laptop,Yes,No,No,17,4,1
TXN100645,CUST1077,7045421854570568,26,Male,E-Commerce,21273.31,2026-07-07,15:53:00,Jaipur,Rajasthan,India,Mobile,Yes,Yes,No,8,5,0
TXN100646,CUST1420,4072324728289540,21,Male,Entertainment,78049.59,2026-09-22,05:10:44,Hyderabad,Telangana,India,Tablet,Yes,Yes,Yes,14,0,0
TXN100647,CUST1556,5071058011950927,69,Male,Fuel,47281.76,2026-08-07,02:47:56,Chennai,Tamil Nadu,India,POS,Yes,No,Yes,19,1,1
TXN100648,CUST1205,0071695007418948,63,Female,Restaurant,34089.15,2026-11-27,04:51:36,Pune,Maharashtra,India,Tablet,No,Yes,No,12,1,0
TXN100649,CUST1286,7161982734813104,39,Male,Electronics,52801.66,2026-10-15,21:39:25,Bengaluru,Karnataka,India,Laptop,Yes,No,No,7,5,1
TXN100650,CUST1369,7483526806486067,30,Male,Restaurant,133654.81,2026-10-05,16:12:35,Hyderabad,Telangana,India,Laptop,No,Yes,No,10,3,1
TXN100651,CUST1142,8055077406579551,41,Female,Electronics,30938.2,2026-04-04,23:52:00,Jaipur,Rajasthan,India,Mobile,No,No,Yes,2,3,1
TXN100652,CUST1645,4091311178619025,69,Female,Entertainment,102312.48,2026-01-28,21:44:11,Madurai,Tamil Nadu,India,Mobile,No,No,Yes,11,2,1
TXN100653,CUST1716,1201227595002601,38,Male,Travel,32229.09,2026-04-04,11:51:41,Jaipur,Rajasthan,India,POS,No,No,Yes,15,2,1
TXN100654,CUST1045,7173279805950310,18,Female,Restaurant,143611.02,2026-11-15,06:19:49,Chennai,Tamil Nadu,India,Laptop,Yes,Yes,No,12,1,0
TXN100655,CUST1220,6089411849135992,52,Female,Travel,114006.78,2026-05-05,11:43:36,Kochi,Kerala,India,Laptop,Yes,No,No,3,0,1
TXN100656,CUST1061,6799006968018677,34,Male,Fashion,149417.58,2026-09-14,08:44:43,Madurai,Tamil Nadu,India,Laptop,Yes,No,No,19,5,1
TXN100657,CUST1384,3006776255032501,49,Male,Healthcare,46999.89,2026-03-08,12:11:18,Coimbatore,Tamil Nadu,India,Tablet,No,Yes,Yes,6,5,0
TXN100658,CUST1720,2334511009060530,58,Female,ATM,38028.87,2026-01-08,04:56:57,Coimbatore,Tamil Nadu,India,Mobile,No,No,No,8,1,0
TXN100659,CUST1007,4575988759212996,37,Male,Healthcare,7011.61,2026-05-04,13:42:51,Madurai,Tamil Nadu,India,Mobile,Yes,No,No,12,4,0
TXN100660,CUST1262,7709207115238023,45,Male,Fuel,97072.89,2026-11-08,23:42:10,Coimbatore,Tamil Nadu,India,POS,Yes,No,Yes,12,4,1
TXN100661,CUST1097,6118638558819597,62,Female,Electronics,105611.46,2026-02-18,12:35:33,Chennai,Tamil Nadu,India,Mobile,No,Yes,No,18,5,1
TXN100662,CUST1619,3186928972845401,50,Male,Electronics,108371.25,2026-09-02,05:00:03,Madurai,Tamil Nadu,India,Laptop,No,Yes,Yes,5,5,1
TXN100663,CUST1160,0414474328116599,63,Male,Grocery,100985.28,2026-11-18,23:00:08,Chennai,Tamil Nadu,India,Laptop,Yes,No,Yes,8,1,1
TXN100664,CUST1134,7752135302816506,34,Female,Fashion,482.73,2026-01-30,11:45:50,Jaipur,Rajasthan,India,Laptop,No,No,No,12,3,1
TXN100665,CUST1599,1983210291617469,20,Male,E-Commerce,112373.67,2026-09-29,06:07:50,Chennai,Tamil Nadu,India,POS,Yes,No,Yes,20,3,1
TXN100666,CUST1402,2291316708056856,43,Female,Grocery,57505.55,2026-12-25,12:59:09,Coimbatore,Tamil Nadu,India,Tablet,No,No,Yes,10,4,1
TXN100667,CUST1294,4407663493396504,59,Female,Electronics,68069.62,2026-03-08,05:24:08,Mumbai,Maharashtra,India,Mobile,Yes,No,Yes,9,1,0
TXN100668,CUST1682,2585421880879919,44,Male,Fashion,108667.02,2026-12-31,02:42:38,Jaipur,Rajasthan,India,Tablet,No,Yes,Yes,18,2,1
TXN100669,CUST1246,2472505833343031,23,Female,ATM,74951.26,2026-01-15,11:46:17,Kochi,Kerala,India,Tablet,No,No,No,11,3,1
TXN100670,CUST1412,9453536597466986,69,Male,Healthcare,31332.83,2026-05-24,04:05:11,Kochi,Kerala,India,POS,No,Yes,Yes,19,2,1
TXN100671,CUST1634,4815269255966472,25,Male,Grocery,68007.39,2026-05-22,04:15:23,Jaipur,Rajasthan,India,Mobile,No,Yes,No,4,2,0
TXN100672,CUST1684,4893326145430796,32,Female,Fashion,15682.26,2026-12-15,00:01:34,Coimbatore,Tamil Nadu,India,Tablet,No,Yes,Yes,4,0,0
TXN100673,CUST1563,7184523542687447,21,Male,Entertainment,29139.63,2026-03-25,20:59:52,Chennai,Tamil Nadu,India,Tablet,No,Yes,Yes,15,3,1
TXN100674,CUST1464,2966563370140052,70,Female,ATM,9479.13,2026-07-08,10:41:33,Chennai,Tamil Nadu,India,Mobile,Yes,Yes,No,6,5,0
TXN100675,CUST1317,2573160943913681,49,Male,Grocery,29809.0,2026-04-12,12:39:22,Kochi,Kerala,India,Laptop,No,Yes,Yes,20,5,1
TXN100676,CUST1191,9735259533222739,30,Male,Grocery,43135.05,2026-08-31,22:44:53,Bengaluru,Karnataka,India,POS,Yes,Yes,Yes,14,3,0
TXN100677,CUST1359,0761087082697182,30,Female,Grocery,14845.61,2026-09-09,03:09:25,Coimbatore,Tamil Nadu,India,POS,Yes,Yes,Yes,16,5,1
TXN100678,CUST1646,6484673574223322,28,Male,Fuel,113169.48,2026-05-30,08:09:22,Pune,Maharashtra,India,Laptop,Yes,Yes,No,13,0,0
